,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,YearBuiltlabel,YearRemodAdd_label,TotalPorch
333,334,120,RM,59.0,8198,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720.0,Unf,0.0,638.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,192,30,0,0,0,0,None,None,None,0,7,2008,WD,Normal,207000,1,1,30
334,335,60,RL,59.0,9042,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828.0,Unf,0.0,115.0,943.0,GasA,Gd,Y,SBrkr,943,695,0,1638,1.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2.0,472.0,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,7,2008,WD,Normal,192000,2,2,38
335,336,190,RL,82.0,164660,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249.0,BLQ,147.0,103.0,1499.0,GasA,Ex,Y,SBrkr,1619,167,0,1786,2.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2.0,529.0,TA,TA,Y,670,0,0,0,0,0,None,None,Shed,700,8,2008,WD,Normal,228950,5,5,0
336,337,20,RL,86.0,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,673.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,178,51,0,0,0,0,None,None,None,0,7,2007,WD,Normal,377426,1,1,51
337,338,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,726.0,1536.0,GasA,Ex,Y,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,192,74,0,0,0,0,None,None,None,0,12,2008,WD,Normal,214000,1,1,74
338,339,20,RL,91.0,14145,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213.0,Unf,0.0,995.0,1208.0,GasA,Ex,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,Gd,8,Typ,0,None,Attchd,1984.0,RFn,2.0,440.0,TA,TA,Y,108,45,0,0,0,0,None,None,Shed,400,5,2006,WD,Normal,202500,3,2,45
339,340,20,RL,66.0,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,630.0,1215.0,GasA,TA,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1958.0,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,234,0,None,None,None,0,6,2009,WD,Normal,155000,6,2,234
340,341,60,RL,85.0,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Ex,Y,SBrkr,993,915,0,1908,0.0,0.0,2,1,4,1,Gd,9,Typ,0,None,Attchd,2002.0,Fin,2.0,431.0,TA,TA,Y,135,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,202900,1,1,0
341,342,20,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,0,24,0,0,0,None,None,None,0,9,2009,WD,Normal,82000,6,6,24
342,343,90,RL,73.0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,None,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,87500,6,6,0
343,344,120,RL,63.0,8849,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1656.0,1684.0,GasA,Ex,Y,SBrkr,1684,0,0,1684,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,495,72,0,0,0,0,None,None,None,0,7,2008,WD,Normal,266000,1,1,72
344,345,160,RM,36.0,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129.0,BLQ,232.0,175.0,536.0,GasA,TA,Y,SBrkr,536,576,0,1112,0.0,0.0,1,1,3,1,TA,4,Typ,0,None,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,182,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,85000,4,4,0
345,346,50,RL,65.0,6435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Gd,Y,SBrkr,972,605,0,1577,0.0,0.0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,140200,6,6,0
346,347,20,RL,73.0,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498.0,Unf,0.0,460.0,958.0,GasA,TA,Y,SBrkr,958,0,0,958,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1960.0,RFn,1.0,301.0,TA,TA,Y,0,0,0,0,0,0,None,None,Gar2,15500,4,2007,WD,Normal,151500,5,2,0
347,348,20,RL,73.0,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270.0,Unf,0.0,208.0,1478.0,GasA,Ex,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2.0,498.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,12,2009,WD,Normal,157500,5,5,40
348,349,160,RL,36.0,2448,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573.0,Unf,0.0,191.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,Gd,6,Typ,0,None,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,None,None,None,0,10,2008,WD,Normal,154000,1,1,27
349,350,60,RL,56.0,20431,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,438.0,1848.0,GasA,Ex,Y,SBrkr,1848,880,0,2728,1.0,0.0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006.0,Fin,3.0,706.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,New,Partial,437154,1,1,0
350,351,120,RL,68.0,7820,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1869.0,1869.0,GasA,Ex,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,617.0,TA,TA,Y,210,54,0,0,0,0,None,None,None,0,12,2007,New,Partial,318061,1,1,54
351,352,120,RL,80.5,5271,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082.0,Unf,0.0,371.0,1453.0,GasA,Gd,Y,SBrkr,1453,0,0,1453,1.0,0.0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2.0,445.0,TA,TA,Y,0,80,0,0,184,0,None,None,None,0,12,2006,WD,Abnorml,190000,3,3,264
352,353,50,RL,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0.0,616.0,GasA,TA,N,SBrkr,616,495,0,1111,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1941.0,Unf,1.0,200.0,TA,Fa,Y,48,0,0,0,0,0,None,None,None,0,3,2008,ConLw,Normal,95000,6,6,0
353,354,30,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,105900,6,1,0
354,355,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388.0,Unf,0.0,552.0,940.0,GasA,Ex,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,108,0,0,0,None,None,None,0,6,2006,WD,Normal,140000,6,1,108
355,356,20,RL,105.0,11249,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334.0,BLQ,544.0,322.0,1200.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1995.0,RFn,2.0,521.0,TA,TA,Y,0,26,0,0,0,0,None,None,None,0,8,2007,WD,Normal,177500,2,2,26
356,357,20,RL,64.0,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560.0,Unf,0.0,598.0,1158.0,GasA,Gd,Y,SBrkr,1167,0,0,1167,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1992.0,RFn,2.0,400.0,TA,TA,Y,120,26,0,0,0,0,None,None,None,0,7,2009,WD,Normal,173000,2,2,26
357,358,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,Unf,0.0,268.0,1142.0,GasA,TA,Y,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,528.0,TA,TA,Y,536,90,0,0,0,0,None,MnPrv,None,0,8,2007,WD,Normal,134000,4,4,90
358,359,80,RL,92.0,6930,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300.0,Rec,294.0,468.0,1062.0,GasA,Ex,Y,FuseF,1352,0,0,1352,0.0,1.0,1,0,3,1,Gd,6,Min2,0,None,BuiltIn,1958.0,Unf,1.0,288.0,TA,TA,Y,168,0,294,0,0,0,None,None,None,0,7,2006,WD,Abnorml,130000,6,6,294
359,360,60,RL,78.0,12011,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956.0,Unf,0.0,130.0,1086.0,GasA,Ex,Y,SBrkr,1086,838,0,1924,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,592.0,TA,TA,Y,208,75,0,0,374,0,None,None,None,0,6,2006,WD,Normal,280000,2,2,449
360,361,85,RL,74.0,7540,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773.0,Unf,0.0,115.0,888.0,GasA,Ex,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978.0,RFn,2.0,470.0,TA,TA,Y,0,0,0,0,192,0,None,MnPrv,None,0,6,2007,WD,Normal,156000,4,4,192
361,362,50,RL,51.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399.0,Unf,0.0,484.0,883.0,GasA,Gd,Y,SBrkr,988,517,0,1505,1.0,0.0,1,0,3,1,TA,8,Typ,0,None,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,145000,6,3,0
362,363,85,RL,64.0,7301,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0.0,0.0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0,0,177,0,0,0,None,None,None,0,7,2009,ConLD,Normal,198500,1,1,177
363,364,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162.0,Unf,0.0,321.0,483.0,GasA,Gd,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,Gd,5,Typ,0,None,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,250,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,118000,4,1,0
364,365,60,RL,80.0,18800,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712.0,Unf,0.0,84.0,796.0,GasA,TA,Y,SBrkr,790,784,0,1574,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2.0,566.0,TA,TA,Y,306,111,0,0,0,0,None,None,None,0,7,2006,WD,Normal,190000,4,4,111
365,366,70,RM,59.0,10690,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456.0,Unf,0.0,216.0,672.0,GasA,Gd,Y,FuseA,672,672,0,1344,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1964.0,Unf,1.0,468.0,TA,Fa,Y,0,128,218,0,0,0,None,None,None,0,7,2009,WD,Normal,147000,6,2,346
366,367,20,RL,73.0,9500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609.0,Unf,0.0,785.0,1394.0,GasA,Gd,Y,SBrkr,1394,0,0,1394,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,RFn,2.0,514.0,TA,TA,Y,0,76,0,0,185,0,None,None,None,0,7,2009,WD,Normal,159000,5,5,261
367,368,80,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728.0,1099.0,GasA,Gd,Y,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1.0,296.0,TA,TA,Y,64,110,0,0,0,0,None,None,None,0,12,2008,WD,Normal,165000,5,5,110
368,369,20,RL,78.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540.0,Unf,0.0,728.0,1268.0,GasA,Gd,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1.0,244.0,TA,TA,Y,0,98,0,0,0,0,None,None,None,0,3,2010,WD,Normal,132000,6,6,98
369,370,20,RL,73.0,9830,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,258.0,733.0,1063.0,GasA,Ex,Y,SBrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997.0,Fin,2.0,576.0,TA,TA,Y,364,17,0,0,182,0,None,None,None,0,3,2010,WD,Normal,162000,6,1,199
370,371,60,RL,64.0,8121,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,Y,SBrkr,953,711,0,1664,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,460.0,TA,TA,Y,100,40,0,0,0,0,None,None,None,0,1,2006,WD,Normal,172400,1,1,40
371,372,50,RL,80.0,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1120,468,0,1588,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,TA,N,0,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,134432,6,6,59
372,373,120,RL,50.0,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,TA,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,353,0,0,0,90,0,None,MnPrv,None,0,2,2010,WD,Normal,125000,3,3,90
373,374,20,RL,79.0,10634,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,180.0,0.0,608.0,GasA,TA,Y,SBrkr,1319,0,0,1319,1.0,0.0,1,0,3,1,TA,5,Min2,0,None,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,66,0,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,123000,6,6,0
374,375,60,RL,65.0,8200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1081,0,1928,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,7,2007,WD,Normal,219500,1,1,48
375,376,30,RL,65.0,10020,Pave,None,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350.0,Unf,0.0,333.0,683.0,GasA,Gd,N,FuseA,904,0,0,904,1.0,0.0,0,1,1,1,Fa,4,Maj1,0,None,None,None,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,3,2009,WD,Normal,61000,6,6,0
376,377,85,RL,57.0,8846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,572.0,870.0,GasA,Ex,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,148000,2,2,0
377,378,60,FV,102.0,11143,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,1580.0,GasA,Ex,Y,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,610.0,TA,TA,Y,159,214,0,0,0,0,None,None,None,0,12,2007,WD,Normal,340000,1,1,214
378,379,20,RL,88.0,11394,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445.0,Unf,0.0,411.0,1856.0,GasA,Ex,Y,SBrkr,1856,0,0,1856,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010.0,Fin,3.0,834.0,TA,TA,Y,113,0,0,0,0,0,None,None,None,0,6,2010,New,Partial,394432,1,1,0
379,380,60,RL,60.0,8123,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982.0,982.0,GasA,Ex,Y,SBrkr,1007,793,0,1800,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,463.0,TA,TA,Y,100,63,0,0,0,0,None,None,None,0,6,2009,WD,Normal,179000,1,1,63
