LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,TotalPorch,GarageFinish,Functional,BsmtCond,LotConfig,LandSlope,BsmtQual,Foundation,FireplaceQu,PavedDrive,BsmtExposure,HouseStyle,Fence,SaleType,LandContour,BsmtFinType1,Neighborhood,Exterior2nd,LotShape,SaleCondition,KitchenQual,MasVnrType,RoofStyle,ExterCond,ExterQual,HeatingQC,Condition1,CentralAir,BldgType,MSZoning,GarageType,Electrical,MoSold,YrSold,YearBuiltlabel,YearRemodAdd_label,SalePrice,target
80,9600,5,7,0,506,1113,1113,0,0,1,0,3,1,1,0,200,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,ALQ,NAmes,MetalSd,Reg,Normal,Gd,None,Gable,TA,Gd,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2009,6,1,147000,11.89819467
79,10289,5,7,168,237,1073,1073,1,0,1,1,3,0,2,0,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,ALQ,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,5,5,156000,11.9576177
70,12243,5,6,0,486,1484,1484,0,0,2,0,3,1,2,224,180,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,Av,1Story,None,WD,Lvl,ALQ,NWAmes,Plywood,IR1,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,2,2007,4,4,175000,12.07254697
60,10800,5,4,0,290,954,2414,0,0,2,0,3,1,2,142,0,Unf,Mod,Fa,Corner,Gtl,TA,CBlock,Gd,N,No,1.5Fin,None,ConLD,Lvl,BLQ,OldTown,Wd Sdng,Reg,Normal,TA,None,Gable,Fa,TA,TA,Norm,N,2fmCon,RL,Attchd,FuseA,5,2006,6,4,160000,11.98293534
21,1526,4,8,0,115,630,630,1,0,1,0,1,0,1,0,0,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,Av,SFoyer,None,WD,Lvl,GLQ,MeadowV,CmentBd,Reg,Normal,Gd,None,Gable,Gd,TA,TA,Norm,Y,Twnhs,RM,Attchd,SBrkr,5,2009,4,1,86000,11.3621142
21,2665,5,6,0,264,264,1304,0,0,1,1,3,1,1,141,24,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Mn,2Story,None,WD,Lvl,Unf,MeadowV,CmentBd,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,TwnhsE,RM,BuiltIn,SBrkr,6,2008,4,4,115000,11.6526961
79,9490,6,7,0,238,806,1578,1,0,1,0,3,2,1,0,32,Unf,Typ,TA,Inside,Gtl,TA,CBlock,TA,Y,No,1.5Fin,MnPrv,WD,Lvl,BLQ,NAmes,Wd Sdng,Reg,Normal,Fa,None,Gable,TA,TA,TA,Artery,Y,1Fam,RL,Attchd,FuseA,8,2006,6,6,133000,11.79811193
105,15578,6,5,0,728,728,1456,0,0,2,1,3,0,2,0,0,RFn,Typ,TA,Corner,Gtl,Gd,PConc,None,Y,No,2Story,None,New,Lvl,Unf,Gilbert,VinylSd,IR1,Partial,TA,None,Gable,TA,Gd,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2006,1,1,172785,12.05980911
70,7931,5,6,0,363,1269,1269,0,0,1,1,3,1,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Fa,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,FuseA,6,2008,5,5,155000,11.95118685
50,5784,5,8,0,190,190,886,0,0,1,0,2,0,1,144,100,Unf,Typ,TA,Inside,Gtl,Fa,BrkTil,None,Y,No,1Story,None,WD,Lvl,Unf,OldTown,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,Gd,Artery,Y,1Fam,RM,Attchd,FuseA,12,2009,6,2,91300,11.42191702
60,7879,4,5,0,225,720,720,0,0,1,0,2,0,0,0,638,None,Typ,TA,Inside,Gtl,TA,CBlock,None,N,No,1Story,GdWo,WD,Lvl,Rec,IDOTRR,Wd Sdng,Reg,Abnorml,TA,None,Gable,TA,TA,TA,Norm,N,1Fam,C (all),None,FuseA,11,2009,6,6,34900,10.46027076
89,12692,8,5,0,1969,3200,3228,1,0,3,0,4,1,2,264,366,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,WD,Lvl,GLQ,NoRidge,BrkFace,IR1,Normal,Gd,None,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2007,2,2,430000,12.97154281
60,9120,7,6,0,697,1026,1820,1,0,2,0,4,0,1,0,100,Unf,Typ,TA,Inside,Gtl,TA,PConc,None,N,No,1.5Fin,GdPrv,WD,Lvl,Rec,BrkSide,Wd Sdng,Reg,Normal,TA,None,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,6,2008,6,6,184000,12.12269647
65,7800,5,7,89,414,864,899,0,0,1,0,3,0,1,64,0,Fin,Typ,TA,Inside,Gtl,TA,PConc,None,Y,No,1Story,MnPrv,WD,Lvl,ALQ,Sawyer,HdBoard,Reg,Normal,Gd,BrkFace,Hip,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,5,1,130000,11.77529742
70,7535,5,7,0,522,912,912,0,1,1,0,2,0,1,12,285,Fin,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,MnWw,WD,Lvl,BLQ,NAmes,MetalSd,IR1,Normal,TA,None,Gable,TA,TA,Fa,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,6,3,120000,11.69525536
21,1890,6,5,285,316,672,1218,0,0,1,1,3,0,1,144,28,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,2Story,None,WD,Lvl,BLQ,BrDale,HdBoard,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,Twnhs,RM,Detchd,SBrkr,5,2007,4,4,113000,11.63515195
75,9803,7,5,0,466,866,1768,0,0,2,1,3,0,2,0,108,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,GLQ,Somerst,VinylSd,Reg,Normal,Gd,None,Gable,TA,Gd,Gd,Norm,Y,1Fam,FV,Attchd,SBrkr,2,2008,1,1,226700,12.33138725
70,9170,5,7,0,420,1214,1214,1,0,1,0,2,0,2,0,184,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1Story,GdPrv,WD,Lvl,ALQ,Edwards,MetalSd,Reg,Normal,TA,None,Hip,TA,TA,Ex,Feedr,Y,1Fam,RL,Detchd,SBrkr,4,2007,5,5,140000,11.84940484
100,15602,7,8,0,254,1501,1801,1,0,2,0,1,2,2,0,215,Fin,Typ,TA,Inside,Gtl,TA,CBlock,TA,Y,No,1Story,GdWo,WD,Lvl,ALQ,Crawfor,Wd Sdng,IR1,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2010,6,2,289000,12.57418543
24,2308,6,5,0,103,855,1322,0,1,2,1,3,1,2,260,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Fa,Y,No,2Story,None,WD,Lvl,ALQ,NPkVill,Brk Cmn,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,TwnhsE,RL,Attchd,SBrkr,6,2009,4,4,147000,11.89819467
60,7596,5,5,360,960,960,1960,0,0,2,0,4,0,2,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,N,No,2Story,None,COD,Lvl,Unf,OldTown,Wd Sdng,Reg,Normal,TA,BrkFace,Hip,TA,TA,Gd,Artery,Y,Duplex,RM,Detchd,SBrkr,7,2009,6,6,124500,11.73206903
80,9554,8,5,125,397,777,1911,0,0,2,1,3,1,2,182,81,RFn,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,GLQ,SawyerW,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,9,2006,2,2,215000,12.27839796
75,7862,6,5,0,1191,1218,1218,0,0,2,0,2,0,2,0,102,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,New,Lvl,GLQ,Somerst,VinylSd,IR1,Partial,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,FV,Attchd,SBrkr,9,2009,1,1,208300,12.24673943
60,9600,7,9,0,548,689,1378,0,0,2,0,3,1,2,0,116,Unf,Typ,TA,Inside,Gtl,TA,BrkTil,Gd,N,No,2Story,None,WD,Lvl,Rec,OldTown,MetalSd,Reg,Normal,Gd,None,Gambrel,Ex,TA,Ex,Norm,Y,1Fam,RM,Detchd,SBrkr,10,2008,6,1,161000,11.98916586
80,9600,5,6,132,50,1041,1041,1,0,1,0,3,0,1,224,88,RFn,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1Story,MnPrv,WD,Lvl,ALQ,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2009,6,6,124500,11.73206903
75,14559,5,7,70,178,1008,1363,1,0,1,0,2,2,1,324,210,Unf,Min1,TA,Inside,Gtl,TA,CBlock,TA,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,Wd Sdng,Reg,Normal,TA,BrkCmn,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,CarPort,SBrkr,6,2009,6,1,164900,12.01310057
40,6792,7,5,94,1368,1368,1368,0,0,2,0,2,1,2,132,35,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,New,Lvl,Unf,NridgHt,VinylSd,IR1,Partial,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,3,2006,1,1,202665,12.21931458
70,9100,5,5,0,169,864,864,1,0,1,0,3,0,2,0,0,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,VinylSd,Reg,Normal,TA,None,Gable,TA,TA,TA,Feedr,Y,1Fam,RL,Detchd,SBrkr,7,2006,6,6,129900,11.7745279
71,9187,6,5,0,748,1084,1080,0,0,1,1,3,0,2,120,158,Unf,Typ,TA,Corner,Gtl,TA,PConc,None,Y,No,1Story,None,WD,Bnk,ALQ,Mitchel,VinylSd,Reg,Normal,TA,None,Gable,Gd,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,3,3,134000,11.80560254
55,10594,5,5,0,768,768,789,0,0,1,0,2,0,1,0,112,Unf,Typ,TA,Inside,Gtl,TA,BrkTil,None,Y,No,1.5Unf,MnPrv,WD,Lvl,Unf,Crawfor,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Fa,Norm,N,1Fam,RL,Detchd,SBrkr,6,2007,6,6,96500,11.47730865
94,12220,10,5,305,570,2006,2020,1,0,2,1,3,1,3,156,54,Fin,Typ,TA,Inside,Gtl,Ex,CBlock,Gd,Y,No,1Story,None,New,Lvl,GLQ,NridgHt,CmentBd,Reg,Partial,Ex,BrkFace,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,9,2009,1,1,402861,12.90634935
80,10448,6,6,333,689,689,2119,0,0,2,1,3,1,2,0,104,RFn,Typ,TA,Corner,Gtl,TA,CBlock,TA,Y,No,SLvl,GdPrv,COD,Lvl,Unf,NWAmes,HdBoard,IR1,Abnorml,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2009,4,4,158000,11.97035664
79,10208,7,5,921,1264,1264,2344,0,0,2,1,3,1,3,220,0,RFn,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,Unf,NoRidge,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2009,2,2,265000,12.48748888
70,9531,6,5,0,88,794,1796,1,0,2,1,3,0,2,0,36,RFn,Typ,TA,CulDSac,Gtl,Gd,PConc,None,Y,Mn,2Story,MnPrv,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2007,2,2,211000,12.25961815
53,10918,7,9,0,1276,1276,2080,0,0,1,1,3,2,1,0,145,Unf,Typ,TA,Inside,Gtl,Gd,BrkTil,Gd,Y,No,2Story,MnPrv,WD,Lvl,Unf,Crawfor,MetalSd,Reg,Normal,Gd,None,Gambrel,TA,Gd,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,6,2009,6,1,234000,12.36308067
60,10800,4,7,0,0,0,1294,0,0,2,0,3,0,0,220,324,None,Typ,None,Inside,Gtl,None,BrkTil,None,N,None,2Story,None,WD,Lvl,None,OldTown,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,N,2fmCon,RL,None,FuseA,8,2008,6,1,106250,11.5735595
90,11988,6,6,0,467,1244,1244,0,0,1,1,3,2,1,0,40,Unf,Typ,TA,Corner,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,Rec,NAmes,VinylSd,IR1,Normal,TA,None,Gable,TA,TA,Ex,Feedr,Y,1Fam,RL,Attchd,FuseA,5,2007,6,6,150000,11.91839724
50,5000,6,7,0,605,1004,1664,0,0,2,0,3,2,2,0,60,Unf,Typ,TA,Corner,Gtl,TA,CBlock,Gd,Y,No,1.5Fin,None,WD,Lvl,ALQ,BrkSide,CmentBd,Reg,Normal,TA,None,Gable,Gd,TA,Ex,Feedr,Y,1Fam,RM,Detchd,SBrkr,10,2006,6,6,159000,11.97666577
95,11787,7,5,594,660,1379,2398,1,0,2,1,3,1,3,239,60,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,GLQ,NoRidge,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2007,2,2,315750,12.66270921
62,7500,7,5,0,1257,1257,1266,0,0,2,0,3,1,2,38,144,Unf,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,1Story,None,WD,Lvl,Unf,Somerst,VinylSd,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,FV,Attchd,SBrkr,4,2006,1,1,176000,12.07824496
70,13300,5,7,0,551,928,928,0,0,1,0,2,0,1,261,156,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,No,1Story,None,WD,Lvl,Rec,NAmes,Wd Sdng,Reg,Normal,TA,None,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,6,1,132000,11.79056478
67,14948,9,5,268,122,1452,2713,1,0,2,1,3,1,3,126,66,Fin,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,Av,2Story,None,New,Lvl,GLQ,NridgHt,VinylSd,IR1,Partial,Ex,Stone,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,11,2008,1,1,446261,13.0086615
58,9098,4,7,0,180,528,605,1,0,1,0,2,0,0,0,144,None,Typ,TA,Inside,Gtl,TA,BrkTil,None,N,Mn,1Story,None,WD,Lvl,ALQ,Edwards,Wd Sdng,IR1,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,None,SBrkr,7,2007,6,1,86000,11.3621142
70,32668,6,3,0,816,2035,2515,1,0,3,0,4,2,2,0,200,RFn,Maj1,TA,CulDSac,Gtl,TA,PConc,TA,Y,No,1Story,None,WD,Lvl,Rec,Crawfor,Stone,IR1,Alloca,TA,None,Hip,TA,Gd,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2007,6,4,200624,12.20919277
85,10200,6,5,219,678,1461,1509,1,0,2,0,3,1,2,224,0,RFn,Typ,TA,Inside,Gtl,Gd,CBlock,Fa,Y,Av,SLvl,None,WD,Lvl,GLQ,Timber,HdBoard,Reg,Abnorml,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2008,3,3,175000,12.07254697
60,6155,6,8,0,611,611,1362,0,0,2,0,3,0,2,0,84,Fin,Typ,Fa,FR3,Gtl,Fa,BrkTil,None,Y,Mn,2Story,None,WD,Lvl,Unf,BrkSide,Wd Sdng,IR1,Normal,TA,None,Gable,TA,TA,Ex,RRNn,Y,1Fam,RM,Detchd,SBrkr,6,2008,6,2,128000,11.75979336
60,7200,5,7,0,0,0,827,0,0,1,0,2,1,1,0,0,Unf,Mod,None,Inside,Gtl,None,Slab,Po,Y,None,1Story,None,WD,Lvl,None,NAmes,VinylSd,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,4,2010,6,1,107500,11.58525543
50,5000,1,3,0,0,0,334,0,0,1,0,1,0,0,0,0,None,Typ,None,Inside,Mod,None,Slab,None,N,None,1Story,None,WD,Low,None,BrkSide,VinylSd,Reg,Normal,Fa,None,Gable,Fa,Fa,Fa,Norm,N,1Fam,RL,None,FuseF,1,2007,6,6,39300,10.57900524
74,9056,8,5,0,707,707,1414,0,0,2,1,3,1,2,100,35,Fin,Typ,Gd,Inside,Gtl,Ex,PConc,Gd,Y,Av,2Story,None,WD,Lvl,Unf,Gilbert,VinylSd,IR1,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2006,1,1,178000,12.08954445
70,7000,5,7,0,148,1117,1347,1,0,1,0,3,0,0,85,148,None,Typ,TA,Inside,Gtl,Gd,CBlock,None,N,Gd,2Story,None,WD,Lvl,GLQ,Edwards,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,2fmCon,RL,None,SBrkr,1,2008,6,2,107500,11.58525543
57,8924,7,5,0,880,880,1724,0,0,2,1,3,0,2,120,155,Fin,Typ,TA,CulDSac,Gtl,Gd,PConc,None,Y,Av,2Story,None,WD,Lvl,Unf,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,2,2,188000,12.14420256
73,12735,4,5,0,264,864,864,0,0,1,0,3,0,2,216,0,Unf,Typ,TA,FR2,Gtl,TA,CBlock,None,Y,No,1Story,MnWw,COD,Lvl,BLQ,NAmes,MetalSd,IR1,Normal,TA,None,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,SBrkr,4,2008,4,4,111250,11.61954419
72,11553,5,5,188,378,1051,1159,0,0,1,1,3,1,1,466,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Fa,Y,No,1Story,None,WD,Lvl,BLQ,Sawyer,Plywood,IR1,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,5,5,158000,11.97035664
70,11423,8,5,479,223,1581,1601,1,0,2,0,3,1,2,180,0,RFn,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,Av,1Story,MnPrv,WD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,1,1,272000,12.51356102
85,14601,9,5,584,578,1838,1838,1,0,2,0,2,1,3,270,68,Fin,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,Av,1Story,None,WD,Lvl,GLQ,Timber,VinylSd,Reg,Normal,Ex,BrkFace,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2009,1,1,315000,12.66033109
89,11000,8,5,72,969,969,2285,0,0,2,1,4,1,3,0,56,Fin,Typ,TA,FR2,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,Unf,NoRidge,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,6,2007,1,1,248000,12.42118806
78,10140,7,5,0,379,1650,1680,1,0,2,0,3,1,2,78,73,Fin,Maj1,TA,Inside,Gtl,Ex,PConc,TA,Y,No,1Story,None,WD,Lvl,LwQ,NWAmes,VinylSd,Reg,Normal,Gd,None,Hip,TA,Gd,Ex,RRAn,Y,1Fam,RL,Attchd,SBrkr,6,2009,2,2,213250,12.27022515
34,4058,7,5,182,0,723,767,1,0,1,0,1,0,1,120,40,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,SFoyer,None,WD,Lvl,GLQ,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,Ex,Norm,Y,TwnhsE,RH,Attchd,SBrkr,6,2007,2,2,133000,11.79811193
58,17104,7,5,0,100,654,1496,1,0,2,1,3,1,2,100,24,RFn,Typ,Gd,Inside,Gtl,Gd,PConc,Gd,Y,Av,2Story,None,New,Lvl,GLQ,Gilbert,VinylSd,IR1,Partial,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,9,2006,1,1,179665,12.09885485
80,13837,7,5,178,0,1204,2183,0,0,2,1,4,0,3,0,0,Unf,Typ,Gd,Corner,Gtl,Gd,PConc,None,Y,No,1.5Fin,None,WD,Lvl,GLQ,NWAmes,HdBoard,IR1,Normal,Gd,BrkFace,Gable,Gd,Gd,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,2,2006,3,3,229000,12.34148165
70,8737,6,7,0,765,1065,1635,0,0,1,1,3,1,2,0,38,Unf,Typ,TA,Inside,Gtl,Gd,BrkTil,Gd,Y,No,1.5Fin,None,WD,Bnk,Rec,BrkSide,Wd Sdng,IR1,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,FuseA,5,2007,6,6,210000,12.25486757
54,7244,5,7,0,149,768,768,1,0,1,0,2,0,2,104,0,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,Av,SFoyer,None,WD,Lvl,ALQ,Mitchel,VinylSd,Reg,Normal,TA,None,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,4,2007,4,4,129500,11.77144388
49,8235,5,7,0,0,825,825,1,0,1,0,2,0,2,140,50,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,MnPrv,WD,HLS,LwQ,OldTown,MetalSd,IR1,Normal,TA,None,Gable,Gd,TA,TA,Feedr,Y,1Fam,RM,Detchd,SBrkr,6,2008,6,2,125000,11.73607702
75,9375,7,5,0,912,912,2094,0,0,2,1,4,1,2,182,182,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,2Story,None,WD,Lvl,Unf,Somerst,VinylSd,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,FV,BuiltIn,SBrkr,11,2009,1,1,263000,12.47991311
53,4043,6,6,0,510,1069,1069,0,0,2,0,2,0,2,0,255,RFn,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,No,1Story,None,COD,Lvl,ALQ,NPkVill,Plywood,Reg,Abnorml,TA,None,Gable,TA,TA,TA,Norm,Y,TwnhsE,RL,Attchd,SBrkr,10,2008,4,4,140000,11.84940484
50,6000,5,6,0,620,928,928,0,0,1,0,3,0,1,0,0,Fin,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Rec,OldTown,BrkFace,Reg,Normal,TA,None,Hip,TA,TA,Gd,Norm,Y,1Fam,RM,Attchd,FuseA,6,2008,6,6,112500,11.63071739
87,11146,8,5,250,1709,1709,1717,0,0,2,0,3,1,3,169,39,RFn,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,Av,1Story,None,WD,Lvl,Unf,NridgHt,VinylSd,IR1,Normal,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2009,1,1,255500,12.4509816
67,8777,4,5,0,0,0,1126,0,0,2,0,2,0,2,0,96,Fin,Typ,None,Inside,Gtl,None,CBlock,None,N,None,1Story,MnPrv,WD,Lvl,None,Edwards,VinylSd,Reg,Normal,Gd,None,Gable,TA,TA,Ex,Feedr,Y,1Fam,RL,Detchd,SBrkr,5,2009,6,1,108000,11.58989577
85,10625,7,5,292,132,998,2046,1,0,2,1,3,1,3,320,62,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,2Story,None,WD,Lvl,GLQ,NridgHt,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,8,2008,1,1,284000,12.55673304
58,6380,5,6,0,993,993,1048,0,0,1,0,2,1,1,0,116,Unf,Typ,Fa,Inside,Gtl,TA,BrkTil,Gd,Y,No,1.5Unf,None,WD,Lvl,Unf,BrkSide,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RM,Detchd,FuseA,8,2006,6,6,113000,11.63515195
69,14850,5,5,0,197,1092,1092,1,0,1,0,2,1,1,268,122,Fin,Typ,TA,Inside,Gtl,TA,CBlock,TA,Y,No,1Story,MnWw,WD,Lvl,Rec,NAmes,Wd Sdng,IR1,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,FuseA,5,2006,6,6,141000,11.85652226
60,11040,4,6,0,0,637,1336,0,0,1,1,3,0,1,0,167,Unf,Typ,TA,Inside,Mod,TA,CBlock,None,Y,No,1.5Fin,None,COD,Low,Rec,IDOTRR,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,C (all),CarPort,SBrkr,9,2006,6,6,108000,11.58989577
57,21872,7,5,0,125,729,1446,0,1,2,1,3,1,2,264,22,Unf,Typ,TA,FR2,Gtl,Gd,PConc,TA,Y,Gd,2Story,None,WD,HLS,GLQ,Gilbert,HdBoard,IR2,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2008,2,2,175000,12.07254697
43,3196,7,5,18,1374,1374,1557,0,0,2,0,2,1,2,143,20,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,Gd,1Story,None,WD,Lvl,Unf,Blmngtn,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,10,2006,1,1,234000,12.36308067
72,11341,5,6,180,90,1392,1392,1,0,1,1,3,1,2,0,95,Unf,Mod,TA,Inside,Gtl,Gd,CBlock,Gd,Y,No,1Story,None,WD,Lvl,ALQ,Sawyer,Wd Sdng,IR1,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,SBrkr,5,2010,6,2,121500,11.70767777
77,10010,5,5,0,195,1389,1389,1,0,1,0,2,1,2,240,38,RFn,Typ,TA,Inside,Mod,Gd,CBlock,TA,Y,Av,1Story,None,WD,Lvl,ALQ,Mitchel,HdBoard,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2006,4,4,170000,12.0435596
63,13907,5,6,0,706,996,996,1,0,1,0,3,1,0,144,0,None,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,BLQ,Edwards,Wd Shng,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,None,SBrkr,7,2008,6,5,108000,11.58989577
